id;description
1;Amarela
2;Aymara
3;Blanca
4;Blanco(a)
5;Branca
6;De la Amazonia
7;De la amazonía
8;Indígena
9;Mestiza
10;Mestizo(a)
11;Mulata
12;Mulato(a)
13;Negra / Negro / Afroperuano
14;Negro (Preta)
15;Negro(a) / afroboliviano(a)
16;No contesta
17;No sabe
18;Não responde
19;Não sabe
20;Oriental
21;Oriental / asiático
22;Otra
23;Otro
24;Pardo
25;Quechua
26;Zamba
27;Zambo(a)
