survey_Id;Country;D3_gender
BOL02557;Bolivia;Femenino
BOL02558;Bolivia;Femenino
BOL02559;Bolivia;Femenino
BOL02560;Bolivia;Femenino
BOL02561;Bolivia;Femenino
BOL02562;Bolivia;Femenino
BOL02563;Bolivia;Femenino
BOL02564;Bolivia;Femenino
BOL02565;Bolivia;Femenino
BOL02566;Bolivia;Femenino
BOL02567;Bolivia;Femenino
BOL02568;Bolivia;Femenino
BOL02569;Bolivia;Femenino
BOL02570;Bolivia;Femenino
BOL02571;Bolivia;Femenino
BOL02572;Bolivia;Femenino
BOL02573;Bolivia;Femenino
BOL02574;Bolivia;Femenino
BOL02575;Bolivia;Femenino
BOL02576;Bolivia;Femenino
BOL02577;Bolivia;Femenino
BOL02578;Bolivia;Femenino
BOL02579;Bolivia;Femenino
BOL02580;Bolivia;Femenino
BOL02581;Bolivia;Femenino
BOL02582;Bolivia;Femenino
BOL02583;Bolivia;Femenino
BOL02584;Bolivia;Femenino
BOL02585;Bolivia;Femenino
BOL02586;Bolivia;Femenino
BOL02587;Bolivia;Femenino
BOL02588;Bolivia;Femenino
BOL02589;Bolivia;Femenino
BOL02590;Bolivia;Femenino
BOL02591;Bolivia;Femenino
BOL02592;Bolivia;Femenino
BOL02593;Bolivia;Femenino
BOL02594;Bolivia;Femenino
BOL02595;Bolivia;Femenino
BOL02596;Bolivia;Femenino
BOL02597;Bolivia;Femenino
BOL02598;Bolivia;Femenino
BOL02599;Bolivia;Femenino
BOL02600;Bolivia;Femenino
BOL02601;Bolivia;Femenino
BOL02602;Bolivia;Femenino
BOL02603;Bolivia;Femenino
BOL02604;Bolivia;Femenino
BOL02605;Bolivia;Femenino
BOL02606;Bolivia;Femenino
BOL02607;Bolivia;Femenino
BOL02608;Bolivia;Femenino
BOL02609;Bolivia;Femenino
BOL02610;Bolivia;Femenino
BOL02611;Bolivia;Femenino
BOL02612;Bolivia;Femenino
BOL02613;Bolivia;Femenino
BOL02614;Bolivia;Femenino
BOL02615;Bolivia;Femenino
BOL02616;Bolivia;Femenino
BOL02617;Bolivia;Femenino
BOL02618;Bolivia;Femenino
BOL02619;Bolivia;Femenino
BOL02620;Bolivia;Femenino
BOL02621;Bolivia;Femenino
BOL02622;Bolivia;Femenino
BOL02623;Bolivia;Femenino
BOL02624;Bolivia;Femenino
BOL02625;Bolivia;Femenino
BOL02626;Bolivia;Femenino
BOL02627;Bolivia;Femenino
BOL02628;Bolivia;Femenino
BOL02629;Bolivia;Femenino
BOL02630;Bolivia;Femenino
BOL02631;Bolivia;Femenino
BOL02632;Bolivia;Femenino
BOL02633;Bolivia;Femenino
BOL02634;Bolivia;Femenino
BOL02635;Bolivia;Femenino
BOL02636;Bolivia;Femenino
BOL02637;Bolivia;Femenino
BOL02638;Bolivia;Femenino
BOL02639;Bolivia;Femenino
BOL02640;Bolivia;Femenino
BOL02641;Bolivia;Femenino
BOL02642;Bolivia;Femenino
BOL02643;Bolivia;Femenino
BOL02644;Bolivia;Femenino
BOL02645;Bolivia;Femenino
BOL02646;Bolivia;Femenino
BOL02647;Bolivia;Femenino
BOL02648;Bolivia;Femenino
BOL02649;Bolivia;Femenino
BOL02650;Bolivia;Femenino
BOL02651;Bolivia;Femenino
BOL02652;Bolivia;Femenino
BOL02653;Bolivia;Femenino
BOL02654;Bolivia;Femenino
BOL02655;Bolivia;Femenino
BOL02656;Bolivia;Femenino
BOL02657;Bolivia;Femenino
BOL02658;Bolivia;Femenino
BOL02659;Bolivia;Femenino
BOL02660;Bolivia;Femenino
BOL02661;Bolivia;Femenino
BOL02662;Bolivia;Femenino
BOL02663;Bolivia;Femenino
BOL02664;Bolivia;Femenino
BOL02665;Bolivia;Femenino
BOL02666;Bolivia;Femenino
BOL02667;Bolivia;Femenino
BOL02668;Bolivia;Femenino
BOL02669;Bolivia;Femenino
BOL02670;Bolivia;Femenino
BOL02671;Bolivia;Femenino
BOL02672;Bolivia;Femenino
BOL02673;Bolivia;Femenino
BOL02674;Bolivia;Femenino
BOL02675;Bolivia;Femenino
BOL02676;Bolivia;Femenino
BOL02677;Bolivia;Femenino
BOL02678;Bolivia;Femenino
BOL02679;Bolivia;Femenino
BOL02680;Bolivia;Femenino
BOL02681;Bolivia;Femenino
BOL02682;Bolivia;Femenino
BOL02683;Bolivia;Femenino
BOL02684;Bolivia;Femenino
BOL02685;Bolivia;Femenino
BOL02686;Bolivia;Femenino
BOL02687;Bolivia;Femenino
BOL02688;Bolivia;Femenino
BOL02689;Bolivia;Femenino
BOL02690;Bolivia;Femenino
BOL02691;Bolivia;Femenino
BOL02692;Bolivia;Femenino
BOL02693;Bolivia;Femenino
BOL02694;Bolivia;Femenino
BOL02695;Bolivia;Femenino
BOL02696;Bolivia;Femenino
BOL02697;Bolivia;Femenino
BOL02698;Bolivia;Femenino
BOL02699;Bolivia;Femenino
BOL02700;Bolivia;Femenino
BOL02701;Bolivia;Femenino
BOL02702;Bolivia;Femenino
BOL02703;Bolivia;Femenino
BOL02704;Bolivia;Femenino
BOL02705;Bolivia;Femenino
BOL02706;Bolivia;Femenino
BOL02707;Bolivia;Femenino
BOL02708;Bolivia;Femenino
BOL02709;Bolivia;Femenino
BOL02710;Bolivia;Femenino
BOL02711;Bolivia;Femenino
BOL02712;Bolivia;Femenino
BOL02713;Bolivia;Femenino
BOL02714;Bolivia;Femenino
BOL02715;Bolivia;Femenino
BOL02716;Bolivia;Femenino
BOL02717;Bolivia;Femenino
BOL02718;Bolivia;Femenino
BOL02719;Bolivia;Femenino
BOL02720;Bolivia;Femenino
BOL02721;Bolivia;Femenino
BOL02722;Bolivia;Femenino
BOL02723;Bolivia;Femenino
BOL02724;Bolivia;Femenino
BOL02725;Bolivia;Femenino
BOL02726;Bolivia;Femenino
BOL02727;Bolivia;Femenino
BOL02728;Bolivia;Femenino
BOL02729;Bolivia;Femenino
BOL02730;Bolivia;Femenino
BOL02731;Bolivia;Femenino
BOL02732;Bolivia;Femenino
BOL02733;Bolivia;Femenino
BOL02734;Bolivia;Femenino
BOL02735;Bolivia;Femenino
BOL02736;Bolivia;Femenino
BOL02737;Bolivia;Femenino
BOL02738;Bolivia;Femenino
BOL02739;Bolivia;Femenino
BOL02740;Bolivia;Femenino
BOL02741;Bolivia;Femenino
BOL02742;Bolivia;Femenino
BOL02743;Bolivia;Femenino
BOL02744;Bolivia;Femenino
BOL02745;Bolivia;Femenino
BOL02746;Bolivia;Femenino
BOL02747;Bolivia;Femenino
BOL02748;Bolivia;Femenino
BOL02749;Bolivia;Femenino
BOL02750;Bolivia;Femenino
BOL02751;Bolivia;Femenino
BOL02752;Bolivia;Femenino
BOL02753;Bolivia;Femenino
BOL02754;Bolivia;Femenino
BOL02755;Bolivia;Femenino
BOL02756;Bolivia;Femenino
BOL02757;Bolivia;Femenino
BOL02758;Bolivia;Femenino
BOL02759;Bolivia;Femenino
BOL02760;Bolivia;Femenino
BOL02761;Bolivia;Femenino
BOL02762;Bolivia;Femenino
BOL02763;Bolivia;Femenino
BOL02764;Bolivia;Femenino
BOL02765;Bolivia;Femenino
BOL02766;Bolivia;Femenino
BOL02767;Bolivia;Femenino
BOL02768;Bolivia;Femenino
BOL02769;Bolivia;Femenino
BOL02770;Bolivia;Femenino
BOL02771;Bolivia;Femenino
BOL02772;Bolivia;Femenino
BOL02773;Bolivia;Femenino
BOL02774;Bolivia;Femenino
BOL02775;Bolivia;Femenino
BOL02776;Bolivia;Femenino
BOL02777;Bolivia;Femenino
BOL02778;Bolivia;Femenino
BOL02779;Bolivia;Femenino
BOL02780;Bolivia;Femenino
BOL02781;Bolivia;Femenino
BOL02782;Bolivia;Femenino
BOL02783;Bolivia;Femenino
BOL02784;Bolivia;Femenino
BOL02785;Bolivia;Femenino
BOL02786;Bolivia;Femenino
BOL02787;Bolivia;Femenino
BOL02788;Bolivia;Femenino
BOL02789;Bolivia;Femenino
BOL02790;Bolivia;Femenino
BOL02791;Bolivia;Femenino
BOL02792;Bolivia;Femenino
BOL02793;Bolivia;Femenino
BOL02794;Bolivia;Femenino
BOL02795;Bolivia;Femenino
BOL02796;Bolivia;Femenino
BOL02797;Bolivia;Femenino
BOL02798;Bolivia;Femenino
BOL02799;Bolivia;Femenino
BOL02800;Bolivia;Femenino
BOL02801;Bolivia;Femenino
BOL02802;Bolivia;Femenino
BOL02803;Bolivia;Femenino
BOL02804;Bolivia;Femenino
BOL02805;Bolivia;Femenino
BOL02806;Bolivia;Femenino
BOL02807;Bolivia;Femenino
BOL02808;Bolivia;Femenino
BOL02809;Bolivia;Femenino
BOL02810;Bolivia;Femenino
BOL02811;Bolivia;Femenino
BOL02812;Bolivia;Femenino
BOL02813;Bolivia;Femenino
BOL02814;Bolivia;Femenino
BOL02815;Bolivia;Femenino
BOL02816;Bolivia;Femenino
BOL02817;Bolivia;Femenino
BOL02818;Bolivia;Femenino
BOL02819;Bolivia;Femenino
BOL02820;Bolivia;Femenino
BOL02821;Bolivia;Femenino
BOL02822;Bolivia;Femenino
BOL02823;Bolivia;Femenino
BOL02824;Bolivia;Femenino
BOL02825;Bolivia;Femenino
BOL02826;Bolivia;Femenino
BOL02827;Bolivia;Femenino
BOL02828;Bolivia;Femenino
BOL02829;Bolivia;Femenino
BOL02830;Bolivia;Femenino
BOL02831;Bolivia;Femenino
BOL02832;Bolivia;Femenino
BOL02833;Bolivia;Femenino
BOL02834;Bolivia;Femenino
BOL02835;Bolivia;Femenino
BOL02836;Bolivia;Femenino
BOL02837;Bolivia;Femenino
BOL02838;Bolivia;Femenino
BOL02839;Bolivia;Femenino
BOL02840;Bolivia;Femenino
BOL02841;Bolivia;Femenino
BOL02842;Bolivia;Femenino
BOL02843;Bolivia;Femenino
BOL02844;Bolivia;Femenino
BOL02845;Bolivia;Femenino
BOL02846;Bolivia;Femenino
BOL02847;Bolivia;Femenino
BOL02848;Bolivia;Femenino
BOL02849;Bolivia;Femenino
BOL02850;Bolivia;Femenino
BOL02851;Bolivia;Femenino
BOL02852;Bolivia;Femenino
BOL02853;Bolivia;Femenino
BOL02854;Bolivia;Femenino
BOL02855;Bolivia;Femenino
BOL02856;Bolivia;Femenino
BOL02857;Bolivia;Femenino
BOL02858;Bolivia;Femenino
BOL02859;Bolivia;Femenino
BOL02860;Bolivia;Femenino
BOL02861;Bolivia;Femenino
BOL02862;Bolivia;Femenino
BOL02863;Bolivia;Femenino
BOL02864;Bolivia;Femenino
BOL02865;Bolivia;Femenino
BOL02866;Bolivia;Femenino
BOL02867;Bolivia;Femenino
BOL02868;Bolivia;Femenino
BOL02869;Bolivia;Femenino
BOL02870;Bolivia;Femenino
BOL02871;Bolivia;Femenino
BOL02872;Bolivia;Femenino
BOL02873;Bolivia;Femenino
BOL02874;Bolivia;Femenino
BOL02875;Bolivia;Femenino
BOL02876;Bolivia;Femenino
BOL02877;Bolivia;Femenino
BOL02878;Bolivia;Femenino
BOL02879;Bolivia;Femenino
BOL02880;Bolivia;Femenino
BOL02881;Bolivia;Femenino
BOL02882;Bolivia;Femenino
BOL02883;Bolivia;Femenino
BOL02884;Bolivia;Femenino
BOL02885;Bolivia;Femenino
BOL02886;Bolivia;Femenino
BOL02887;Bolivia;Femenino
BOL02888;Bolivia;Femenino
BOL02889;Bolivia;Femenino
BOL02890;Bolivia;Femenino
BOL02891;Bolivia;Femenino
BOL02892;Bolivia;Femenino
BOL02893;Bolivia;Femenino
BOL02894;Bolivia;Femenino
BOL02895;Bolivia;Femenino
BOL02896;Bolivia;Femenino
BOL02897;Bolivia;Femenino
BOL02898;Bolivia;Femenino
BOL02899;Bolivia;Femenino
BOL02900;Bolivia;Femenino
BOL02901;Bolivia;Femenino
BOL02902;Bolivia;Femenino
BOL02903;Bolivia;Femenino
BOL02904;Bolivia;Femenino
BOL02905;Bolivia;Femenino
BOL02906;Bolivia;Femenino
BOL02907;Bolivia;Femenino
BOL02908;Bolivia;Femenino
BOL02909;Bolivia;Femenino
BOL02910;Bolivia;Femenino
BOL02911;Bolivia;Femenino
BOL02912;Bolivia;Femenino
BOL02913;Bolivia;Femenino
BOL02914;Bolivia;Femenino
BOL02915;Bolivia;Femenino
BOL02916;Bolivia;Femenino
BOL02917;Bolivia;Femenino
BOL02918;Bolivia;Femenino
BOL02919;Bolivia;Femenino
BOL02920;Bolivia;Femenino
BOL02921;Bolivia;Femenino
BOL02922;Bolivia;Femenino
BOL02923;Bolivia;Femenino
BOL02924;Bolivia;Femenino
BOL02925;Bolivia;Femenino
BOL02926;Bolivia;Femenino
BOL02927;Bolivia;Femenino
BOL02928;Bolivia;Femenino
BOL02929;Bolivia;Femenino
BOL02930;Bolivia;Femenino
BOL02931;Bolivia;Femenino
BOL02932;Bolivia;Femenino
BOL02933;Bolivia;Femenino
BOL02934;Bolivia;Femenino
BOL02935;Bolivia;Femenino
BOL02936;Bolivia;Femenino
BOL02937;Bolivia;Femenino
BOL02938;Bolivia;Masculino
BOL02939;Bolivia;Masculino
BOL02940;Bolivia;Masculino
BOL02941;Bolivia;Femenino
BOL02942;Bolivia;Femenino
BOL02943;Bolivia;Femenino
BOL02944;Bolivia;Femenino
BOL02945;Bolivia;Femenino
BOL02946;Bolivia;No sabe
BOL02947;Bolivia;Genderqueer
BOL02948;Bolivia;Genderqueer
BOL02949;Bolivia;Masculino
BOL02950;Bolivia;Masculino
BOL02951;Bolivia;Masculino
BOL02952;Bolivia;Masculino
BOL02953;Bolivia;Masculino
BOL02954;Bolivia;Masculino
BOL02955;Bolivia;Masculino
BOL02956;Bolivia;Masculino
BOL02957;Bolivia;Masculino
BOL02958;Bolivia;Masculino
BOL02959;Bolivia;Masculino
BOL02960;Bolivia;Masculino
BOL02961;Bolivia;Masculino
BOL02962;Bolivia;Masculino
BOL02963;Bolivia;Masculino
BOL02964;Bolivia;Masculino
BOL02965;Bolivia;Masculino
BOL02966;Bolivia;Masculino
BOL02967;Bolivia;Masculino
BOL02968;Bolivia;Masculino
BOL02969;Bolivia;Masculino
BOL02970;Bolivia;Masculino
BOL02971;Bolivia;Masculino
BOL02972;Bolivia;Masculino
BOL02973;Bolivia;Masculino
BOL02974;Bolivia;Masculino
BOL02975;Bolivia;Masculino
BOL02976;Bolivia;Masculino
BOL02977;Bolivia;Masculino
BOL02978;Bolivia;Masculino
BOL02979;Bolivia;Masculino
BOL02980;Bolivia;Masculino
BOL02981;Bolivia;Masculino
BOL02982;Bolivia;Masculino
BOL02983;Bolivia;Masculino
BOL02984;Bolivia;Masculino
BOL02985;Bolivia;Masculino
BOL02986;Bolivia;Masculino
BOL02987;Bolivia;Masculino
BOL02988;Bolivia;Masculino
BOL02989;Bolivia;Masculino
BOL02990;Bolivia;Masculino
BOL02991;Bolivia;Masculino
BOL02992;Bolivia;Masculino
BOL02993;Bolivia;Masculino
BOL02994;Bolivia;Masculino
BOL02995;Bolivia;Masculino
BOL02996;Bolivia;Masculino
BOL02997;Bolivia;Masculino
BOL02998;Bolivia;Masculino
BOL02999;Bolivia;Masculino
BOL03000;Bolivia;Masculino
BOL03001;Bolivia;Masculino
BOL03002;Bolivia;Masculino
BOL03003;Bolivia;Masculino
BOL03004;Bolivia;Masculino
BOL03005;Bolivia;Masculino
BOL03006;Bolivia;Masculino
BOL03007;Bolivia;Masculino
BOL03008;Bolivia;Masculino
BOL03009;Bolivia;Masculino
BOL03010;Bolivia;Masculino
BOL03011;Bolivia;Masculino
BOL03012;Bolivia;Masculino
BOL03013;Bolivia;Masculino
BOL03014;Bolivia;Masculino
BOL03015;Bolivia;Masculino
BOL03016;Bolivia;Masculino
BOL03017;Bolivia;Masculino
BOL03018;Bolivia;Masculino
BOL03019;Bolivia;Masculino
BOL03020;Bolivia;Masculino
BOL03021;Bolivia;Masculino
BOL03022;Bolivia;Masculino
BOL03023;Bolivia;Masculino
BOL03024;Bolivia;Masculino
BOL03025;Bolivia;Masculino
BOL03026;Bolivia;Masculino
BOL03027;Bolivia;Masculino
BOL03028;Bolivia;Masculino
BOL03029;Bolivia;Masculino
BOL03030;Bolivia;Masculino
BOL03031;Bolivia;Masculino
BOL03032;Bolivia;Masculino
BOL03033;Bolivia;Masculino
BOL03034;Bolivia;Masculino
BOL03035;Bolivia;Masculino
BOL03036;Bolivia;Masculino
BOL03037;Bolivia;Masculino
BOL03038;Bolivia;Masculino
BOL03039;Bolivia;Masculino
BOL03040;Bolivia;Masculino
BOL03041;Bolivia;Masculino
BOL03042;Bolivia;Masculino
BOL03043;Bolivia;Masculino
BOL03044;Bolivia;Masculino
BOL03045;Bolivia;Masculino
BOL03046;Bolivia;Masculino
BOL03047;Bolivia;Masculino
BOL03048;Bolivia;Masculino
BOL03049;Bolivia;Masculino
BOL03050;Bolivia;Masculino
BOL03051;Bolivia;Masculino
BOL03052;Bolivia;Masculino
BOL03053;Bolivia;Masculino
BOL03054;Bolivia;Masculino
BOL03055;Bolivia;Masculino
BOL03056;Bolivia;Masculino
BOL03057;Bolivia;Masculino
BOL03058;Bolivia;Masculino
BOL03059;Bolivia;Masculino
BOL03060;Bolivia;Masculino
BOL03061;Bolivia;Masculino
BOL03062;Bolivia;Masculino
BOL03063;Bolivia;Masculino
BOL03064;Bolivia;Masculino
BOL03065;Bolivia;Femenino
BOL03066;Bolivia;Femenino
BOL03067;Bolivia;Femenino
BOL03068;Bolivia;Femenino
BOL03069;Bolivia;Femenino
BOL03070;Bolivia;Femenino
BOL03071;Bolivia;Femenino
BOL03072;Bolivia;Femenino
BOL03073;Bolivia;Femenino
BOL03074;Bolivia;Femenino
BOL03075;Bolivia;Femenino
BOL03076;Bolivia;Femenino
BOL03077;Bolivia;Femenino
BOL03078;Bolivia;Femenino
BOL03079;Bolivia;Femenino
BOL03080;Bolivia;Femenino
BOL03081;Bolivia;Femenino
BOL03082;Bolivia;Femenino
BOL03083;Bolivia;Femenino
BOL03084;Bolivia;Femenino
BOL03085;Bolivia;Femenino
BOL03086;Bolivia;Femenino
BOL03087;Bolivia;Femenino
BOL03088;Bolivia;Femenino
BOL03089;Bolivia;Femenino
BOL03090;Bolivia;Femenino
BOL03091;Bolivia;Femenino
BOL03092;Bolivia;Femenino
BOL03093;Bolivia;Femenino
BOL03094;Bolivia;Femenino
BOL03095;Bolivia;Femenino
BOL03096;Bolivia;Femenino
BOL03097;Bolivia;Femenino
BOL03098;Bolivia;Femenino
BOL03099;Bolivia;Femenino
BOL03100;Bolivia;Femenino
BOL03101;Bolivia;Femenino
BOL03102;Bolivia;Femenino
BOL03103;Bolivia;Femenino
BOL03104;Bolivia;Femenino
BOL03105;Bolivia;Femenino
BOL03106;Bolivia;Femenino
BOL03107;Bolivia;Femenino
BOL03108;Bolivia;Femenino
BOL03109;Bolivia;Femenino
BOL03110;Bolivia;Femenino
BOL03111;Bolivia;Femenino
BOL03112;Bolivia;Femenino
BOL03113;Bolivia;Femenino
BOL03114;Bolivia;Femenino
BOL03115;Bolivia;Femenino
BOL03116;Bolivia;Femenino
BOL03117;Bolivia;Femenino
BOL03118;Bolivia;Femenino
BOL03119;Bolivia;Femenino
BOL03120;Bolivia;Femenino
BOL03121;Bolivia;Femenino
BOL03122;Bolivia;Femenino
BOL03123;Bolivia;Femenino
BOL03124;Bolivia;Femenino
BOL03125;Bolivia;Femenino
BOL03126;Bolivia;Femenino
BOL03127;Bolivia;Femenino
BOL03128;Bolivia;Femenino
BOL03129;Bolivia;Femenino
BOL03130;Bolivia;Femenino
BOL03131;Bolivia;Femenino
BOL03132;Bolivia;Femenino
BOL03133;Bolivia;Femenino
BOL03134;Bolivia;Femenino
BOL03135;Bolivia;Femenino
BOL03136;Bolivia;Femenino
BOL03137;Bolivia;Femenino
BOL03138;Bolivia;Femenino
BOL03139;Bolivia;Femenino
BOL03140;Bolivia;Femenino
BOL03141;Bolivia;Femenino
BOL03142;Bolivia;Femenino
BOL03143;Bolivia;Femenino
BOL03144;Bolivia;Femenino
BOL03145;Bolivia;Femenino
BOL03146;Bolivia;Femenino
BOL03147;Bolivia;Femenino
BOL03148;Bolivia;Femenino
BOL03149;Bolivia;Femenino
BOL03150;Bolivia;Femenino
BOL03151;Bolivia;Femenino
BOL03152;Bolivia;Femenino
BOL03153;Bolivia;Femenino
BOL03154;Bolivia;Femenino
BOL03155;Bolivia;Femenino
BOL03156;Bolivia;Femenino
BOL03157;Bolivia;Femenino
BOL03158;Bolivia;Femenino
BOL03159;Bolivia;Femenino
BOL03160;Bolivia;Femenino
BOL03161;Bolivia;Femenino
BOL03162;Bolivia;Femenino
BOL03163;Bolivia;Femenino
BOL03164;Bolivia;Femenino
BOL03165;Bolivia;Femenino
BOL03166;Bolivia;Femenino
BOL03167;Bolivia;Femenino
BOL03168;Bolivia;Femenino
BOL03169;Bolivia;Femenino
BOL03170;Bolivia;Femenino
BOL03171;Bolivia;Femenino
BOL03172;Bolivia;Masculino
BOL03173;Bolivia;Masculino
BOL03174;Bolivia;Genderqueer
BOL03175;Bolivia;Masculino
BOL03176;Bolivia;Masculino
BOL03177;Bolivia;Masculino
BOL03178;Bolivia;Masculino
BOL03179;Bolivia;Masculino
BOL03180;Bolivia;Masculino
BOL03181;Bolivia;Masculino
BOL03182;Bolivia;Masculino
BOL03183;Bolivia;Masculino
BOL03184;Bolivia;Masculino
BOL03185;Bolivia;Femenino
BOL03186;Bolivia;Femenino
BOL03187;Bolivia;Femenino
BOL03188;Bolivia;Femenino
BOL03189;Bolivia;Femenino
BRA03190;Brasil;Feminino
BRA03191;Brasil;Masculino
BRA03192;Brasil;Feminino
BRA03193;Brasil;Feminino
BRA03194;Brasil;Masculino
BRA03195;Brasil;Masculino
BRA03196;Brasil;Mulher
BRA03197;Brasil;Heterossexual
BRA03198;Brasil;FEMININO
BRA03199;Brasil;Masculino
BRA03200;Brasil;Masculino
BRA03201;Brasil;Masculino
BRA03202;Brasil;homesexual
BRA03203;Brasil;Feminino
BRA03204;Brasil;mulher
BRA03205;Brasil;Feminino
BRA03206;Brasil;Masculino
BRA03207;Brasil;feminino
BRA03208;Brasil;feminino
BRA03209;Brasil;Masculino
BRA03210;Brasil;Masculino
BRA03211;Brasil;Masculino
BRA03212;Brasil;Masculino
BRA03213;Brasil;Masculino
BRA03214;Brasil;hetero
BRA03215;Brasil;Masculino
BRA03216;Brasil;Masculino
BRA03217;Brasil;Masculino
BRA03218;Brasil;Masculino
BRA03219;Brasil;Feminino
BRA03220;Brasil;Masculino
BRA03221;Brasil;Masculino
BRA03222;Brasil;Masculino
BRA03223;Brasil;Feminino
BRA03224;Brasil;Feminino
BRA03225;Brasil;Feminino
BRA03226;Brasil;eminino
BRA03227;Brasil;mulher
BRA03228;Brasil;Feminino
BRA03229;Brasil;feminino
BRA03230;Brasil;Masculino
BRA03231;Brasil;Masculino
BRA03232;Brasil;Feminino
BRA03233;Brasil;Feminino
BRA03234;Brasil;Feminino
BRA03235;Brasil;Feminino
BRA03236;Brasil;Masculino
BRA03237;Brasil;Masculino
BRA03238;Brasil;Feminino
BRA03239;Brasil;Masculino
BRA03240;Brasil;Masculino
BRA03241;Brasil;Masculino
BRA03242;Brasil;Masculino
BRA03243;Brasil;Masculino
BRA03244;Brasil;Feminino
BRA03245;Brasil;Masculino
BRA03246;Brasil;Masculino
BRA03247;Brasil;Feminino
BRA03248;Brasil;Masculino
BRA03249;Brasil;Masculino
BRA03250;Brasil;Masculino
BRA03251;Brasil;Feminino
BRA03252;Brasil;Masculino
BRA03253;Brasil;Masculino
BRA03254;Brasil;Masculino
BRA03255;Brasil;Masculino
BRA03256;Brasil;Feminino
BRA03257;Brasil;Feminino
BRA03258;Brasil;Masculino
BRA03259;Brasil;Masculino
BRA03260;Brasil;Masculino
BRA03261;Brasil;Heterosexual
BRA03262;Brasil;hétero
BRA03263;Brasil;Feminino
BRA03264;Brasil;Feminino
BRA03265;Brasil;Masculino
BRA03266;Brasil;Feminino
BRA03267;Brasil;Homem
BRA03268;Brasil;Masculino
BRA03269;Brasil;Masculino
BRA03270;Brasil;Etero
BRA03271;Brasil;Masculino
BRA03272;Brasil;Masculino
BRA03273;Brasil;feminino
BRA03274;Brasil;Masculino
BRA03275;Brasil;Feminino
BRA03276;Brasil;Feminino
BRA03277;Brasil;Masculino
BRA03278;Brasil;feminino
BRA03279;Brasil;Feminino
BRA03280;Brasil;Feminino
BRA03281;Brasil;feminino
BRA03282;Brasil;Feminino
BRA03283;Brasil;feminino
BRA03284;Brasil;Feminino
BRA03285;Brasil;Feminino
BRA03286;Brasil;Feminino
BRA03287;Brasil;Feminino
BRA03288;Brasil;Feminino
BRA03289;Brasil;Feminino
BRA03290;Brasil;Feminino
BRA03291;Brasil;FEMININO
BRA03292;Brasil;Feminino
BRA03293;Brasil;Feminino
BRA03294;Brasil;feminino
BRA03295;Brasil;Feminino
BRA03296;Brasil;Feminino
BRA03297;Brasil;Feminino
BRA03298;Brasil;Feminino
BRA03299;Brasil;Heterossexual
BRA03300;Brasil;Masculino
BRA03301;Brasil;Masculino
BRA03302;Brasil;hetero
BRA03303;Brasil;Masculino
BRA03304;Brasil;Masculino
BRA03305;Brasil;Homem
BRA03306;Brasil;Masculino
BRA03307;Brasil;Feminino
BRA03308;Brasil;Masculino
BRA03309;Brasil;Heterossexual
BRA03310;Brasil;Masculino
BRA03311;Brasil;Masculino
BRA03312;Brasil;Heterosexual
BRA03313;Brasil;hetero
BRA03314;Brasil;Feminino
BRA03315;Brasil;Masculino
BRA03316;Brasil;Homem
BRA03317;Brasil;Feminino
BRA03318;Brasil;Feminino - Hétero Cisgênero
BRA03319;Brasil;Heterosexual
BRA03320;Brasil;Mulher CIS
BRA03321;Brasil;feminino
BRA03322;Brasil;Feminino
BRA03323;Brasil;Feminino
BRA03324;Brasil;Feminino
BRA03325;Brasil;Mulher
BRA03326;Brasil;Feminino
BRA03327;Brasil;Masculino
BRA03328;Brasil;feminino
BRA03329;Brasil;Hétero
BRA03330;Brasil;Feminino
BRA03331;Brasil;feminino
BRA03332;Brasil;Feminino
BRA03333;Brasil;Feminino
BRA03334;Brasil;Mulher cis
BRA03335;Brasil;Feminino
BRA03336;Brasil;Feminino
BRA03337;Brasil;feminino
BRA03338;Brasil;Mulher
BRA03339;Brasil;Feminino
BRA03340;Brasil;feminino
BRA03341;Brasil;feminino
BRA03342;Brasil;Heterossexual
BRA03343;Brasil;Masc
BRA03344;Brasil;feminina
BRA03345;Brasil;Feminino
BRA03346;Brasil;Feminino
BRA03347;Brasil;Feminino
BRA03348;Brasil;feminino
BRA03349;Brasil;Feminino
BRA03350;Brasil;Feminino
BRA03351;Brasil;feminino
BRA03352;Brasil;Hetero
BRA03353;Brasil;Mulher
BRA03354;Brasil;Feminino
BRA03355;Brasil;Feminino
BRA03356;Brasil;Feminino
BRA03357;Brasil;Feminino
BRA03358;Brasil;Feminino
BRA03359;Brasil;Feminino
BRA03360;Brasil;Masculino
BRA03361;Brasil;Feminino
BRA03362;Brasil;Masculino
BRA03363;Brasil;Masculino
BRA03364;Brasil;Hétero.
BRA03365;Brasil;Masculino
BRA03366;Brasil;Masculino
BRA03367;Brasil;Masculino
BRA03368;Brasil;Masculino
BRA03369;Brasil;Masculino
BRA03370;Brasil;Masculino
BRA03371;Brasil;Masculino
BRA03372;Brasil;Feminino
BRA03373;Brasil;Masculina
BRA03374;Brasil;Masculino
BRA03375;Brasil;Masculino heterossexual
BRA03376;Brasil;Masculino
BRA03377;Brasil;Hetero
BRA03378;Brasil;Feminino
BRA03379;Brasil;Feminino
BRA03380;Brasil;Masculino
BRA03381;Brasil;Masculino
BRA03382;Brasil;Masculino
BRA03383;Brasil;Masculino
BRA03384;Brasil;Masculino
BRA03385;Brasil;Masculino
BRA03386;Brasil;Masculino
BRA03387;Brasil;Masculino
BRA03388;Brasil;Feminino
BRA03389;Brasil;Feminino
